,Project Reference,Academic Year,Mobility Start Month,Mobility End Month,Mobility Duration,Activity (mob),Field of Education,Participant Nationality,Education Level,Participant Gender,Participant Profile,Special Needs,Fewer Opportunities,GroupLeader,Participant Age,Sending Country Code,Sending City,Sending Organization,Sending Organisation Erasmus Code,Receiving Country Code,Receiving City,Receiving Organization,Receiving Organisation Erasmus Code,Participants
9246,2015-1-PL01-KA103-016087,2016-2017,2016-04,2016-04,5,Staff mobility for teaching between Programme Countries,Education science,PL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Staff,No,No,No,20.0,PL,KRAKOW,UNIWERSYTET PEDAGOGICZNY IM KOMISJI EDUKACJI NARODOWEJ W KRAKOWIE,PL KRAKOW05,SK,Bansk? Bystrica,Univerzita Mateja Bela v Banskej Bystrici,SK BANSKA01,1
9247,2017-1-LV01-KA107-035320,2019-2020,2019-04,2019-05,22,Staff mobility for Teaching To/From Partner Countries,Medicine,IN,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Staff,No,No,No,20.0,IN,MANIPAL,MANIPAL ACADEMY OF HIGHER EDUCATION,-,LV,RIGA,LATVIJAS UNIVERSITATE,LV RIGA01,1
9248,2016-3-SE02-KA105-001596,2017-2018,2017-06,2017-06,7,Youth Exchanges - Programme Countries,? Unknown ?,SE,??? - ? Unknown ?,Female,Learner,No,Yes,No,21.0,SE,VASTRA FROLUNDA,INTERNATIONAL WORLD YOUTH ORGANISATION,-,LT,Rudiskes,Atviru sirdziu clubas,-,1
9249,2015-1-PL01-KA103-014994,2016-2017,2016-06,2016-09,120,Student mobility for traineeships between Programme Countries,"Languages, not elsewhere classified",PL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21.0,PL,WROCLAW,UNIWERSYTET WROCLAWSKI,PL WROCLAW01,CZ,Ostrava,Narodni Divadlo Morawsko-Slezske,-,1
9250,2014-1-PL01-KA103-000549,2014-2015,2014-09,2015-01,123,Student mobility for studies between Programme Countries,"Fashion, interior and industrial design",PL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21.0,PL,WARSZAWA,AKADEMIA SZTUK PIEKNYCH W WARSZAWIE,PL WARSZAW10,FR,NANTES,ECOLE DE DESIGN NANTES ATLANTIQUE,F  NANTES43,1
9251,2017-1-DE01-KA103-002992,2017-2018,2017-08,2018-01,157,Student mobility for studies between Programme Countries,"Business and administration, not further defined",DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,27.0,DE,BRANDENBURG,TECHNISCHE HOCHSCHULE BRANDENBURG,D  BRANDEN01,ES,LAS PALMAS DE GRAN CANARIA,UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,E  LAS-PAL01,1
9252,2015-1-PL01-KA103-015758,2016-2017,2016-05,2016-07,90,Student mobility for traineeships between Programme Countries,"Hotel, restaurants and catering",UA,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20.0,PL,Pozna�,Wyzsza Szkola Hotelarstwa i Gastronomii,PL POZNAN10,ES,Cala d'Or,Hotel Melia Cala D'Or,-,1
9253,2017-1-ES01-KA103-036881,2017-2018,2017-10,2018-02,129,Student mobility for studies between Programme Countries,"Business and administration, not further defined",ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,23.0,ES,ALICANTE,UNIVERSIDAD DE ALICANTE,E  ALICANT01,DE,OTH,HOCHSCHULE FUR WIRTSCHAFT UND RECHT BERLIN,D  BERLIN06,1
9254,2014-2-BE04-KA105-000166,2014-2015,2014-10,2014-11,8,Youth Exchanges - Programme Countries,? Unknown ?,TR,??? - ? Unknown ?,Female,Learner,No,Yes,No,15.0,TR,Ankara,Alesta Genclik ve Spor Kulubu Dernegi,-,BE,ANHEE,AMO GLOBUL'IN,-,2
9255,2016-1-NL01-KA103-022724,2016-2017,2016-08,2016-12,136,Student mobility for traineeships between Programme Countries,"Travel, tourism and leisure",NL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20.0,NL,The Hague,Hotelschool Den Haag,NL S-GRAVE23,ES,Barcelona,"Marriott International, Inc.",-,1
9256,2018-1-IT01-KA102-006433,2019-2020,2019-10,2020-02,120,ErasmusPro - Mobility of VET learners (3 to 12 months),Biochemistry,IT,ISCED-4 - Post-secondary non-tertiary education,Male,Learner,No,No,No,19.0,IT,Pomezia,"ISTITUTO ISTRUZIONE SUPERIORE ""Largo Brodolini""",-,MT,Gzira,Hermes Corporation Ltd,-,1
9257,2014-1-BG01-KA103-001184,2014-2015,2014-10,2015-01,122,Student mobility for studies between Programme Countries,Economics,BG,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,22.0,BG,SOFIA,UNIVERSITY OF NATIONAL AND WORLD ECONOMY,BG SOFIA03,AT,GRAZ,FH JOANNEUM GESELLSCHAFT M.B.H.,A  GRAZ09,1
9258,2015-3-BE04-KA105-001722,2016-2017,2016-02,2016-08,183,European Voluntary Service - Programme Countries,? Unknown ?,PL,??? - ? Unknown ?,Female,Learner,No,No,No,23.0,PL,WARSZAWA,POLSKA FUNDACJA IM. ROBERTA SCHUMANA,-,BE,BRUXELLES,EUROPEAN CITIZEN ACTION SERVICE,-,1
9259,2018-1-NO01-KA101-038669,2019-2020,2019-08,2019-08,13,Structured Courses/Training Events,Languages,NO,??? - ? Unknown ?,Female,Staff,No,No,No,48.0,NO,Isdalstø,Knarvik vidaregåande skule,-,FR,BESANCON,UNIVERSITE DE FRANCHE-COMTE,F  BESANCO01,1
9260,2016-1-IE02-KA103-000443,2016-2017,2016-08,2017-01,142,Student mobility for studies between Programme Countries,"Arts and humanities, inter-disciplinary programmes",IE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,20.0,IE,LIMERICK,UNIVERSITY OF LIMERICK,IRLLIMERIC01,SE,GOETEBORG,GOETEBORGS UNIVERSITET,S  GOTEBOR01,1
9261,2018-1-PL01-KA102-047742,2019-2020,2019-10,2019-10,27,Mobility of VET learners (2 weeks up to 3 months),Crop and livestock production,PL,ISCED-3 - Upper secondary education,Female,Learner,No,No,No,16.0,PL,Swarożyn,Zespol Szkol Centrum Ksztalcenia Rolniczego w Swarozynie,-,DE,Ohrdruf OT Crawinkel,Agrar GmbH Crawinkel,-,1
9262,2018-2-DE04-KA105-016813,2019-2020,2019-08,2019-08,7,Youth Exchanges - Programme Countries,? Unknown ?,EL,??? - ? Unknown ?,Male,Learner,No,No,Yes,20.0,EL,ATHINA,ASANTE,-,DE,Berlin,Fahrten-Ferne-Abenteuer,-,1
9263,2016-1-DE01-KA103-002327,2016-2017,2016-09,2017-01,127,Student mobility for studies between Programme Countries,"Education, not further defined",DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,22.0,DE,Göttingen,GEORG-AUGUST-UNIVERSITAT GOTTINGENSTIFTUNG OFFENTLICHEN RECHTS,D  GOTTING01,EL,Rethymno,PANEPISTIMIO KRITIS,G  KRITIS01,1
9264,2018-1-RO01-KA103-047387,2019-2020,2019-09,2019-11,60,Student mobility for traineeships between Programme Countries,Computer use,RO,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,22.0,RO,TIMISOARA,UNIVERSITATEA DE VEST DIN TIMISOARA,RO TIMISOA01,LU,Luxembourg,Amazon EU SARL,-,1
9265,2018-1-FR01-KA103-046181,2018-2019,2018-10,2019-09,360,Student mobility for studies between Programme Countries,Electronics and automation,FR,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,22.0,FR,CERGY CEDEX,ECOLE NATIONALE SUPERIEURE DE L'ELECTRONIQUE ET DE SES APPLICATIONS,F  CERGY01,DE,DARMSTADT,TECHNISCHE UNIVERSITAT DARMSTADT,D  DARMSTA01,1
9266,2015-1-PL01-KA103-014534,2016-2017,2016-02,2016-07,150,Student mobility for studies between Programme Countries,Political sciences and civics,PL,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,24.0,PL,Warszawa,UNIWERSYTET WARSZAWSKI,PL WARSZAW01,PT,PONTA DELGADA S MIGUEL ACORES,UNIVERSIDADE DOS ACORES,P  ACORES01,1
9267,2018-1-NL01-KA103-038584,2019-2020,2019-01,2019-06,130,Student mobility for studies between Programme Countries,"Business and administration, not further defined",NL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20.0,NL,AMSTERDAM,STICHTING HOGESCHOOL VAN AMSTERDAM,NL AMSTERD05,FR,PARIS,Ecole Supérieure du Commerce Extérieur,F  PARIS213,1
9268,2014-1-DE01-KA103-000394,2015-2016,2015-02,2015-06,132,Student mobility for studies between Programme Countries,Education,DE,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Female,Learner,No,No,No,23.0,DE,Freiburg,Pädagogische Hochschule Freiburg,D  FREIBUR02,PL,Krakow,UNIWERSYTET PEDAGOGICZNY IM KOMISJI EDUKACJI NARODOWEJ W KRAKOWIE,PL KRAKOW05,1
9269,2015-1-DE01-KA103-001996,2017-2018,2017-02,2017-05,120,Student mobility for traineeships between Programme Countries,"Business and administration, not further defined",DE,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,25.0,DE,MUNSTER,FACHHOCHSCHULE MUNSTER,D  MUNSTER02,AT,Wals near Salzburg,Red Bull Media House GmbH,-,1
9270,2018-1-RO01-KA105-048780,2018-2019,2018-09,2018-09,8,Youth Exchanges - Partner Countries,? Unknown ?,EL,??? - ? Unknown ?,Female,Learner,No,No,Yes,21.0,EL,Athens,UNITED SOCIETIES OF BALKANS ASTIKI ETAIREIA,-,RO,Ocna Mures,Asociatia Roma Entrepreneurship Development,-,1
9271,2018-2-DE04-KA105-016635,2018-2019,2018-11,2018-11,6,Youth Exchanges - Programme Countries,? Unknown ?,DE,??? - ? Unknown ?,Male,Learner,Yes,No,No,19.0,DE,Leipzig,Berufsbildungswerk Leipzig für Hör- und Sprachgeschädigte gGmbH,-,PL,Auschwitz,Specjalny Osrodek Szkolono-Wychowawczy dla Nieslyszacych,-,2
9272,2015-1-NL01-KA102-008789,2016-2017,2016-05,2016-08,71,VET learners traineeships in companies abroad,"Travel, tourism and leisure",NL,??? - ? Unknown ?,Female,Learner,No,No,No,19.0,NL,Eindhoven,Vacansoleil BV,-,BE,Dochamps,Camping Petite Suisse,-,1
9273,2016-1-DE01-KA103-002523,2016-2017,2016-11,2016-11,2,Staff mobility for teaching between Programme Countries,Architecture and town planning,DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Staff,No,No,No,19.0,DE,Weimar,BAUHAUS-UNIVERSITAET WEIMAR,D  WEIMAR01,IT,Venezia,UNIVERSITA IUAV DI VENEZIA,I  VENEZIA02,2
9274,2015-1-FR01-KA103-013484,2016-2017,2016-02,2016-06,121,Student mobility for studies between Programme Countries,Software and applications development and analysis,FR,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,22.0,FR,Orl�ans,UNIVERSITE D'ORLEANS,F  ORLEANS01,RO,Cluj-Napoca,UNIVERSITATEA BABES BOLYAI,RO CLUJNAP01,1
9275,2016-3-DE04-KA105-014656,2017-2018,2017-05,2017-05,2,Advance Planning Visit – Youth Exchange,? Unknown ?,DE,??? - ? Unknown ?,Male,Learner,No,No,Yes,31.0,DE,OLDENBURG,JUGENDKULTURARBEIT EV,-,DE,OLDENBURG,JUGENDKULTURARBEIT EV,-,1
9276,2015-1-UK01-KA105-012411,2015-2016,2015-08,2015-08,8,Youth Exchanges - Programme Countries,? Unknown ?,UK,??? - ? Unknown ?,Female,Learner,No,Yes,No,15.0,UK,Derry,REACH Across,-,IT,Viterbo,Associazione Culturale Pro.m.e.t.eu.s,-,1
9277,2014-1-LT01-KA103-000010,2014-2015,2014-08,2014-12,123,Student mobility for studies between Programme Countries,Economics,LT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,21.0,LT,VILNIUS,VILNIAUS UNIVERSITETAS,LT VILNIUS01,DE,MANNHEIM,UNIVERSITAET MANNHEIM,D  MANNHEI01,1
9278,2014-3-UK01-KA105-012066,2015-2016,2015-07,2015-08,12,Youth Exchanges - Partner Countries,? Unknown ?,IT,??? - ? Unknown ?,Female,Learner,No,No,No,20.0,IT,Orbetello,Gemma Blu Aics A.s. DILETTANTISTICA,-,NL,Zevenaar,Stichting Matrijs,-,1
9279,2015-1-HU01-KA103-013156,2016-2017,2016-01,2016-06,152,Student mobility for studies between Programme Countries,Political sciences and civics,HU,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20.0,HU,Budapest,EOTVOS LORAND TUDOMANYEGYETEM,HU BUDAPES01,BE,Bruxelles,UNIVERSITE SAINT-LOUIS-BRUXELLES ASBL,B  BRUXEL02,1
9280,2017-1-CZ01-KA104-035282,2018-2019,2018-06,2018-06,6,Job Shadowing,Education,CZ,??? - ? Unknown ?,Male,Staff,No,No,No,45.0,CZ,PRAHA 8,ASOCIACE MALYCH A STREDNICH PODNIKU A ZIVNOSTNIKU CR,-,IT,FIRENZE,CEDIT- CENTRO DIFFUSIONE IMPRENDITORIALE DELLA TOSCANA SCARL,-,1
9281,2016-1-LT01-KA101-022987,2017-2018,2017-03,2017-03,5,Training/teaching assignments abroad,Social and behavioural sciences,LT,??? - ? Unknown ?,Female,Staff,No,No,No,25.0,LT,Vilnius,Palaimintojo Teofiliaus Matulionio gimnazija,-,FR,Bondy,Assomption Bondy,-,1
9282,2014-1-AT01-KA102-000644,2014-2015,2014-08,2014-09,57,VET learners traineeships in vocational institutes abroad,"Hotel, restaurants and catering",AT,??? - ? Unknown ?,Female,Learner,No,No,No,17.0,AT,Kufstein,HLW Kufstein,-,IE,Galway,Leenane Hotel,-,1
9283,2014-1-FR01-KA102-001023,2015-2016,2015-03,2015-04,12,Staff training abroad,"Education, not elsewhere classified",FR,??? - ? Unknown ?,Male,Staff,No,No,No,52.0,FR,SAINTE FLORINE,MAISON FAMILIALE RURALE D EDUCATION ET ORIENTATION STE FLORINE,-,UK,Portsmouth,COSHAM CHARITY SHOP,-,1
9284,2015-1-PT01-KA103-012443,2015-2016,2015-09,2016-02,144,Student mobility for studies between Programme Countries,Law,PT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,22.0,PT,LISBON,UNIVERSIDADE CATOLICA PORTUGUESA,P  LISBOA01,BE,LEUVEN,KATHOLIEKE UNIVERSITEIT LEUVEN,B  LEUVEN01,1
9285,2016-1-SK01-KA103-022169,2017-2018,2017-02,2017-07,135,Student mobility for studies between Programme Countries,Architecture and town planning,SK,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,22.0,SK,BRATISLAVA,SLOVENSKA TECHNICKA UNIVERZITA V BRATISLAVE,SK BRATISL01,PL,GDANSK,POLITECHNIKA GDANSKA,PL GDANSK02,1
9286,2017-1-DK01-KA103-034149,2018-2019,2018-03,2018-07,125,Student mobility for studies between Programme Countries,Management and administration,DK,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,24.0,DK,RISSKOV,VIA UNIVERSITY COLLEGE,DK RISSKOV06,IT,MODENA,UNIVERSITA DEGLI STUDI DI MODENA E REGGIO EMILIA,I  MODENA01,1
9287,2018-1-DE01-KA107-004113,2019-2020,2019-04,2019-07,120,Student mobility for Studies To/From Partner Countries,Psychology,RS,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20.0,RS,BELGRADE,UNIVERZITET SINGIDUNUM,RS BELGRAD04,DE,MARBURG,PHILIPPS UNIVERSITAET MARBURG,D  MARBURG01,1
9288,2014-1-EL01-KA103-001053,2015-2016,2015-01,2015-01,5,Staff mobility for teaching between Programme Countries,Architecture and town planning,EL,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Staff,No,No,No,20.0,EL,VOLOS,PANEPISTIMIO THESSALIAS,G  VOLOS01,IT,MILANO,POLITECNICO DI MILANO,I  MILANO02,1
9289,2017-1-UK01-KA105-036254,2017-2018,2017-09,2017-09,7,Mobility of youth workers - Partner Countries,? Unknown ?,EE,??? - ? Unknown ?,Female,Staff,No,No,No,19.0,EE,TARTU,SEIKLEJATE VENNASKOND,-,UK,GLASGOW,"LEADERSHIP, EQUALITY AND ACTIVE PARTICIPATION (LEAP) IN SPORTS SCOTLAND",-,1
9290,2018-1-ES01-KA103-048721,2018-2019,2018-09,2019-02,162,Student mobility for studies between Programme Countries,Medicine,ES,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,23.0,ES,ALCALA DE HENARES/MADRID,UNIVERSIDAD DE ALCALA,E  ALCAL-H01,PT,LISBOA03,UNIVERSIDADE NOVA DE LISBOA,P  LISBOA03,1
9291,2019-1-DE01-KA103-004419,2019-2020,2019-09,2020-01,146,Student mobility for studies between Programme Countries,"Languages, not further defined",DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,19.0,DE,Bielefeld,UNIVERSITAET BIELEFELD,D  BIELEFE01,FR,VILLENEUVE D'ASCQ,UNIVERSITE DE LILLE,F  LILLE103,1
9292,2015-1-IT02-KA103-013915,2016-2017,2016-02,2016-06,135,Student mobility for studies between Programme Countries,Political sciences and civics,IT,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,24.0,IT,NAPOLI,UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II.,I  NAPOLI01,RO,Bucarest,NATIONAL SCHOOL OF POLITICAL STUDIES AND PUBLIC ADMINISTRATION,RO BUCURES13,1
9293,2016-1-PT01-KA103-022403,2016-2017,2016-09,2017-01,143,Student mobility for studies between Programme Countries,Fine arts,PT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20.0,PT,COIMBRA,INSTITUTO POLITECNICO DE COIMBRA,P  COIMBRA02,ES,MADRID,UNIVERSIDAD COMPLUTENSE DE MADRID,E  MADRID03,1
9294,2017-1-IT01-KA102-005870,2018-2019,2018-06,2018-07,35,VET learners traineeships in companies abroad,Welfare,IT,ISCED-3 - Upper secondary education,Female,Learner,No,No,No,17.0,IT,Belluno,"ISTITUTO D'ISTRUZIONE SUPERIORE ""T. CATULLO""",-,UK,Cardiff,EuroTrainingServices (UK) Ltd,-,2
9295,2017-1-FR01-KA103-036576,2017-2018,2017-09,2018-05,242,Student mobility for studies between Programme Countries,"Business and administration, not further defined",FR,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,23.0,FR,GRENOBLE,ETABLISSEMENT D'ENSEIGNEMENT SUPERIEUR CONSULAIRE GRENOBLE ECOLE DE MANAGEMENT,F  GRENOBL21,IE,DUBLIN,"THE PROVOST, FELLOWS, FOUNDATION SCHOLARS & THE OTHER MEMBERS OF BOARD OF THE COLLEGE OF THE HOLY & UNDIVIDED TRINITY OF QUEEN ELIZABETH NEAR DUBLIN",IRLDUBLIN01,1
9296,2019-1-CZ01-KA103-060040,2019-2020,2019-08,2019-12,119,Student mobility for studies between Programme Countries,"Finance, banking and insurance",CZ,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,20.0,CZ,OSTRAVA PORUBA,VYSOKA SKOLA BANSKA - TECHNICKA UNIVERZITA OSTRAVA,CZ OSTRAVA01,FI,JYVASKYLA,JYVASKYLAN AMMATTIKORKEAKOULU,SF JYVASKY11,2
9297,2016-1-FR01-KA107-022345,2018-2019,2018-01,2018-06,180,Student mobility for Studies To/From Partner Countries,"Information and Communication Technologies (ICTs), not further defined",VN,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,24.0,VN,Hanoi,French-Vietnamese Center for Management Education,-,FR,ALES,ECOLE NATIONALE SUPERIEURE DES MINES D'ALES,F  ALES02,2
9298,2015-1-TR01-KA102-017953,2016-2017,2016-02,2016-02,21,VET learners traineeships in vocational institutes abroad,Nursing and midwifery,TR,??? - ? Unknown ?,Male,Learner,No,No,No,54.0,TR,Selendi,Selendi Mesleki ve Teknik Anadolu Lisesi,-,DE,Offenbach am Main,Theodor-Heuss-Schule Offenbach,-,1
9299,2014-1-BE01-KA102-000134,2016-2017,2016-03,2016-03,6,Staff training abroad,Architecture and construction,BE,??? - ? Unknown ?,Male,Staff,No,No,No,49.0,BE,morlanwelz,ITFWB Morlanwelz,-,FR,BAINS,BTP CFA HAUTE LOIRE,-,2
9300,2014-1-PL01-KA102-000932,2015-2016,2015-10,2015-10,14,VET learners traineeships in companies abroad,Education,PL,??? - ? Unknown ?,Male,Learner,No,No,No,51.0,PL,O�awa,Centrum Ksztalcenia Zawodowego i Ustawicznego w Olawie,-,ES,Malaga,Asociacion Escuela de Komunicacion Informacion y Practicas en Europa,-,1
9301,2015-1-UK01-KA103-013134,2016-2017,2016-02,2016-05,109,Student mobility for studies between Programme Countries,"Languages, not elsewhere classified",IE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,21.0,UK,CARDIFF,CARDIFF UNIVERSITY,UK CARDIFF01,ES,BADAJOZ,UNIVERSIDAD DE EXTREMADURA,E  BADAJOZ01,1
9302,2017-2-FR02-KA105-013309,2017-2018,2017-09,2017-09,7,Youth Exchanges - Programme Countries,? Unknown ?,RO,??? - ? Unknown ?,Female,Learner,No,Yes,No,15.0,RO,Campina,Fundatia Zamolxes,-,FR,Vosges,Together Pan European network organisation asbl,-,1
9303,2018-3-EL02-KA105-004504,2019-2020,2019-08,2019-09,8,Mobility of youth workers - Programme Countries,? Unknown ?,PT,??? - ? Unknown ?,Male,Staff,No,No,No,21.0,PT,Braga,Conexão Jovem,-,EL,TRIKALA,PLATFORMA GIA TIN EKPAIDEUSI KAI KATARTISI POLITON - ELLAS,-,1
9304,2018-1-IT03-KA105-013361,2018-2019,2018-11,2018-11,6,Mobility of youth workers - Partner Countries,? Unknown ?,IT,??? - ? Unknown ?,Female,Staff,No,No,No,28.0,IT,Rome,Euro-Mediterranean Music Academy for Peace,-,IT,Rome,Euro-Mediterranean Music Academy for Peace,-,1
9305,2014-1-UK01-KA103-000083,2014-2015,2014-06,2015-06,365,Student mobility for traineeships between Programme Countries,Medical diagnostic and treatment technology,IE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20.0,UK,BELFAST,THE QUEEN'S UNIVERSITY OF BELFAST,UK BELFAST01,IE,Cork,Stryker,-,1
9306,2019-1-ES01-KA103-060300,2019-2020,2019-09,2020-06,270,Student mobility for studies between Programme Countries,Law,ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,22.0,ES,OVIEDO,UNIVERSIDAD DE OVIEDO,E  OVIEDO01,IT,SASSARI,UNIVERSITA DEGLI STUDI DI SASSARI,I  SASSARI01,1
9307,2016-1-ES02-KA105-007561,2016-2017,2016-09,2016-09,6,Youth Exchanges - Partner Countries,? Unknown ?,TR,??? - ? Unknown ?,Male,Learner,No,No,No,20.0,TR,Ankara,KECECI KOYU AHI MAHMUDU VELI TURBESI  YASATMA CEVRE GUZELLESTIRME SOSYAL VE YARDIMLASMA DERNEGI,-,ES,Oviedo,Asociación de los Estados Generales de los estudiantes de Europa-Oviedo,-,1
9308,2017-1-FI01-KA103-034339,2017-2018,2017-09,2018-01,129,Student mobility for studies between Programme Countries,Child care and youth services,FI,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20.0,FI,HELSINKI,SUOMEN HUMANISTINEN AMMATTIKORKEAKOULU OY HUMAK,SF KAUNIAI03,UK,Birmingham,University College Birmingham,UK BIRMING04,1
9309,2014-1-BG01-KA104-000448,2015-2016,2015-11,2015-11,8,Staff training abroad,Child care and youth services,BG,??? - ? Unknown ?,Female,Staff,No,No,No,34.0,BG,Sofia,Polder Foundation,-,NL,Apeldoorn,Stichting De Passerel,-,1
9310,2016-1-TR01-KA102-031395,2017-2018,2017-04,2017-04,21,VET learners traineeships in vocational institutes abroad,"Motor vehicles, ships and aircraft",TR,ISCED-3 - Upper secondary education,Male,Learner,No,No,No,22.0,TR,Şebinkarahisar,Sebinkarahisar Mesleki Egitim Merkezi,-,DE,Datteln,Berufskolleg Ostvest - Sekundarstufe II -,-,1
9311,2018-1-AT01-KA103-038764,2019-2020,2019-04,2019-04,5,Staff mobility for teaching between Programme Countries,"Education, not further defined",AT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Staff,No,No,No,22.0,AT,WIEN,PADAGOGISCHE HOCHSCHULE WIEN,A  WIEN09,LT,VILNIUS,LIETUVOS EDUKOLOGIJOS UNIVERSITETAS,LT VILNIUS04,1
9312,2015-1-SI01-KA101-012532,2016-2017,2016-09,2016-09,5,Structured Courses/Training Events,Languages,SI,??? - ? Unknown ?,Female,Staff,No,No,No,38.0,SI,Slovenska Bistrica,Srednja sola Slovenska Bistrica,-,ES,VALENCIA,Hispania educacion y comunicacion,-,1
9313,2017-1-CZ01-KA103-034724,2017-2018,2017-08,2018-02,181,Student mobility for traineeships between Programme Countries,Audio-visual techniques and media production,CZ,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,26.0,CZ,PRAHA 1,AKADEMIE MUZICKYCH UMENI V PRAZE,CZ PRAHA04,DE,Berlin,Serienwerk GmbH,-,1
9314,2017-1-ES01-KA103-035219,2017-2018,2017-09,2018-07,285,Student mobility for studies between Programme Countries,Journalism and reporting,ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,20.0,ES,Valladolid,UNIVERSIDAD DE VALLADOLID,E  VALLADO01,PT,COIMBRA,Instituto Superior Miguel Torga,P  COIMBRA05,1
9315,2016-1-IT02-KA103-022773,2016-2017,2016-09,2017-02,151,Student mobility for studies between Programme Countries,Language acquisition,IT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,22.0,IT,GENOVA,UNIVERSITA DEGLI STUDI DI GENOVA,I  GENOVA01,ES,VALLADOLID,UNIVERSIDAD DE VALLADOLID,E  VALLADO01,1
9316,2016-1-IT02-KA101-023853,2018-2019,2018-02,2018-02,14,Job Shadowing,"Hotel, restaurants and catering",IT,??? - ? Unknown ?,Female,Staff,No,No,No,50.0,IT,BARI,Istituto Professionale di Stato Armando PEROTTI,-,UK,Haverfordwest,Pembrokeshire College,-,1
9317,2017-1-BE02-KA103-034562,2018-2019,2018-04,2018-04,3,Staff mobility for training between Programme Countries,? Unknown ?,BE,??? - ? Unknown ?,Male,Staff,No,No,No,50.0,BE,LEUVEN,KATHOLIEKE UNIVERSITEIT LEUVEN,B  LEUVEN01,NL,AMSTERDAM,UNIVERSITEIT VAN AMSTERDAM,NL AMSTERD01,1
9318,2016-1-IT02-KA103-022774,2017-2018,2017-02,2017-08,180,Student mobility for studies between Programme Countries,Law,IT,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,25.0,IT,PISA,UNIVERSITA DI PISA,I  PISA01,PL,POZNAN,UNIWERSYTET IM. ADAMA MICKIEWICZA W POZNANIU,PL POZNAN01,1
